miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT054248,hsa-miR-210-3p,hsa,PTPN2,5771,hsa,Chip//Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23579275
MIRT054249,hsa-miR-194-5p,hsa,BMP1,649,hsa,Immunohistochemistry//Immunoprecipitation//Luciferase reporter assay//QRTPCR//Western Blot,Functional MTI,23584484
MIRT054250,hsa-miR-194-5p,hsa,CDKN1B,1027,hsa,Immunohistochemistry//Immunoprecipitation//Luciferase reporter assay//QRTPCR//Westren Blot,Functional MTI,23584484
MIRT054251,hsa-miR-125b-5p,hsa,ICAM2,3384,hsa,Luciferase reporter assay//QRTPCR,Functional MTI,23591197
MIRT054252,hsa-miR-485-3p,hsa,SLC40A1,30061,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23593016
MIRT054253,hsa-miR-27b-3p,hsa,VEGFC,7424,hsa,ELISA//Immunofluorescence//Microarray//Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23593282
MIRT054254,hsa-miR-495-3p,hsa,SMR3B,10879,hsa,qRT-PCR//Western blot,Functional MTI,25475733
MIRT054255,hsa-miR-93-5p,hsa,ZBTB4,57659,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22752225
MIRT054256,hsa-miR-106b-5p,hsa,ZBTB4,57659,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22752225
MIRT054257,hsa-miR-143-3p,hsa,IGF1R,3480,hsa,Immunofluorescence//Immunohistochemistry//LacZ reporter assay//qRT-PCR//Western blot,Functional MTI,25492481
MIRT054258,hsa-miR-139-5p,hsa,JUN,3725,hsa,ChIP-seq//Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25499265
MIRT054259,hsa-miR-490-3p,hsa,SMARCD1,6602,hsa,ChIP-seq//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,25503559
MIRT054260,hsa-miR-374b-5p,hsa,RECK,8434,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,25516656
MIRT054261,hsa-miR-182-5p,hsa,ZFAND4,93550,hsa,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,25682742
MIRT003230,hsa-miR-335-5p,hsa,RASA1,5921,hsa,qRT-PCR//Western blot,Functional MTI,25520857
MIRT054262,hsa-miR-103a-3p,hsa,MYB,4602,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25530421
MIRT054263,hsa-miR-374a-5p,hsa,SRCIN1,80725,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25554419
MIRT054264,hsa-miR-200a-3p,hsa,DNMT1,1786,hsa,ChIP-seq//qRT-PCR//Western blot,Functional MTI,25595591
MIRT054265,hsa-miR-200a-3p,hsa,EZH2,2146,hsa,ChIP-seq//qRT-PCR//Western blot,Functional MTI,25595591
MIRT054266,hsa-miR-200b-3p,hsa,DNMT1,1786,hsa,ChIP-seq//qRT-PCR//Western blot,Functional MTI,25595591
MIRT054267,hsa-miR-200b-3p,hsa,EZH2,2146,hsa,ChIP-seq//qRT-PCR//Western blot,Functional MTI,25595591
MIRT054268,hsa-miR-429,hsa,DNMT1,1786,hsa,ChIP-seq//qRT-PCR//Western blot,Functional MTI,25595591
MIRT054269,hsa-miR-429,hsa,EZH2,2146,hsa,ChIP-seq//qRT-PCR//Western blot,Functional MTI,25595591
MIRT054270,hsa-miR-500a-5p,hsa,CYLD,1540,hsa,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25595906
MIRT054271,hsa-miR-500a-5p,hsa,TAX1BP1,8887,hsa,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25595906
MIRT054272,hsa-miR-500a-5p,hsa,OTUD7B,56957,hsa,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25595906
MIRT054273,hsa-miR-874-3p,hsa,STAT3,6774,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25596740
MIRT054274,hsa-miR-145-5p,hsa,TNFSF13,8741,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25612651
MIRT054276,hsa-miR-29c-3p,hsa,CTNND1,1500,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25634213
MIRT054277,hsa-miR-362-3p,hsa,CD82,3732,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25652145
MIRT054278,hsa-miR-329-3p,hsa,TIAM1,7074,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25654811
MIRT054279,hsa-miR-1182,hsa,TERT,7015,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25662441
MIRT054280,hsa-miR-218-5p,hsa,GLI2,2736,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25694126
MIRT054281,hsa-miR-100-5p,hsa,HS3ST2,9956,hsa,Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,25703026
MIRT054282,hsa-miR-506-3p,hsa,SNAI2,6591,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25707493
MIRT054283,hsa-miR-15a-5p,hsa,YAP1,10413,hsa,Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25743273
MIRT054284,hsa-miR-16-5p,hsa,YAP1,10413,hsa,Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25743273
MIRT050874,hsa-miR-17-5p,hsa,UBE2C,11065,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25760688
MIRT050549,hsa-miR-20a-5p,hsa,UBE2C,11065,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25760688
MIRT054288,hsa-miR-24-3p,hsa,MEN1,4221,hsa,Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,22761894
MIRT054308,hsa-miR-23b-3p,hsa,TUSC7,285194,hsa,ChIP-seq//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,25765901
MIRT054309,hsa-miR-29a-3p,hsa,CDK2,1017,hsa,qRT-PCR//Western blot,Functional MTI,25889078
MIRT054310,hsa-miR-133a-3p,hsa,IGF1R,3480,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25780292
MIRT054311,hsa-miR-107,hsa,LATS2,26524,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25824045
MIRT054312,hsa-miR-25-3p,hsa,LATS2,26524,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25824045
MIRT054313,hsa-miR-27b-3p,hsa,CREB1,1385,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25825983
MIRT054314,hsa-miR-494-3p,hsa,TFAM,7019,hsa,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,23047984
MIRT054315,hsa-miR-494-3p,hsa,FOXJ3,22887,hsa,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,23047984
MIRT050430,hsa-miR-23a-3p,hsa,LDHA,3939,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,23064179
MIRT054320,hsa-miR-24-3p,hsa,LDHA,3939,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,23064179
MIRT054321,hsa-miR-210-3p,hsa,LDHA,3939,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,23064179
MIRT054322,hsa-miR-23a-3p,hsa,LDHB,3945,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,23064179
MIRT054323,hsa-miR-24-3p,hsa,LDHB,3945,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,23064179
MIRT054324,hsa-miR-210-3p,hsa,LDHB,3945,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,23064179
MIRT054325,hsa-miR-187-3p,hsa,TNF,7124,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,23071313
MIRT054327,hsa-miR-92a-3p,hsa,PTEN,5728,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24026406
MIRT054328,hsa-miR-30b-5p,hsa,DLL4,54567,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23086751
MIRT054329,hsa-miR-30c-5p,hsa,DLL4,54567,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23086751
MIRT054335,mmu-miR-153-3p,hsa,SNCA,6622,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23595248
MIRT054336,mmu-miR-153-3p,hsa,BSN,8927,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23595248
MIRT054337,mmu-miR-153-3p,hsa,PCLO,27445,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23595248
MIRT054342,hsa-miR-376a-5p,hsa,RAP2A,5911,hsa,Immunoblot//qRT-PCR//Western blot,Functional MTI,23093778
MIRT054343,hsa-miR-376a-5p,hsa,AMFR,267,hsa,Immunoblot//qRT-PCR//Western blot,Functional MTI,23093778
MIRT054344,hsa-miR-17-5p,hsa,KAT2B,8850,hsa,Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23095762
MIRT054345,hsa-miR-34c-5p,hsa,RARG,5916,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,23097316
MIRT054348,hsa-miR-32-5p,hsa,PTEN,5728,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23617834
MIRT054349,hsa-miR-210-3p,hsa,HIF1A,3091,hsa,QRTPCR//Western blot,Functional MTI,23618526
MIRT054350,hsa-miR-204-5p,hsa,ANKRD13A,88455,hsa,Flow cytometry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23620728
MIRT054351,hsa-miR-574-3p,hsa,RXRA,6256,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23626837
MIRT054352,hsa-miR-221-3p,hsa,RB1,5925,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23630541
MIRT024171,hsa-miR-221-3p,hsa,WEE1,7465,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23630541
MIRT054353,hsa-miR-221-3p,hsa,APAF1,317,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23630541
MIRT054354,hsa-miR-221-3p,hsa,ANXA1,301,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23630541
MIRT054355,hsa-miR-221-3p,hsa,CTCF,10664,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23630541
MIRT054356,hsa-miR-21-5p,hsa,MYD88,4615,hsa,Chip//ELISA//Flow cytometry//Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23633945
MIRT054357,hsa-miR-21-5p,hsa,IRAK1,3654,hsa,Chip//ELISA//Flow cytometry//Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23633945
MIRT054359,hsa-miR-383-5p,hsa,CCND1,595,hsa,Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Microarray//QRTPCR//Western blot,Functional MTI,23640459
MIRT054364,hsa-miR-675-5p,hsa,NOMO1,23420,hsa,Luciferase reporter assay//Western blot,Functional MTI,22832245
MIRT054365,hsa-let-7c-5p,hsa,IL10,3586,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,22835429
MIRT054366,hsa-miR-132-5p,hsa,FOXO1,2308,hsa,In situ hybridization//Luciferase reporter assay//Next Generation Sequencing (NGS)//Western blot,Functional MTI,24014289
MIRT054370,hsa-miR-199a-5p,hsa,PTGS2,5743,hsa,Luciferase reporter assay//Western blot,Functional MTI,24413338
MIRT054371,hsa-miR-200a-3p,hsa,PTEN,5728,hsa,qRT-PCR//Western blot,Functional MTI,24413994
MIRT054372,hsa-miR-34a-5p,hsa,KLF4,9314,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24415058
MIRT020946,hsa-miR-155-5p,hsa,CCND1,595,hsa,Luciferase reporter assay//Western blot,Functional MTI,22858023
MIRT004403,hsa-miR-34a-5p,hsa,MDM4,4194,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22870278
MIRT054374,hsa-miR-142-3p,hsa,IL1A,3552,hsa,Luciferase reporter assay//Western blot,Functional MTI,22870299
MIRT054375,hsa-miR-205-5p,hsa,BCL6,604,hsa,Luciferase reporter assay//Western blot,Functional MTI,22870299
MIRT054376,hsa-miR-152-3p,hsa,WNT1,7471,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24416131
MIRT054379,hsa-miR-145-5p,hsa,CDK6,1021,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24510775
MIRT054380,hsa-miR-625-5p,hsa,SOX2,6657,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24508466
MIRT054384,hsa-miR-545-3p,hsa,CDK4,1019,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24505359
MIRT054386,hsa-miR-24-3p,hsa,JPH2,57158,hsa,Luciferase reporter assay,Functional MTI,22891046
MIRT054388,hsa-miR-148a-3p,hsa,MET,4233,hsa,Immunoblot//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24013226
MIRT054389,hsa-let-7f-5p,hsa,SOCS3,9021,hsa,Luciferase reporter assay,Functional MTI,22894925
MIRT032092,hsa-let-7f-5p,hsa,CCND1,595,hsa,Luciferase reporter assay,Functional MTI,22894925
MIRT054390,hsa-let-7f-5p,hsa,ELF4,2000,hsa,Luciferase reporter assay,Functional MTI,22894925
MIRT054391,hsa-let-7f-5p,hsa,DYRK2,8445,hsa,Luciferase reporter assay,Functional MTI,22894925
MIRT054392,hsa-let-7f-5p,hsa,CCL7,6354,hsa,Luciferase reporter assay,Functional MTI,22894925
MIRT054393,hsa-miR-24-3p,hsa,DYRK2,8445,hsa,Luciferase reporter assay,Functional MTI,22894925
MIRT054395,hsa-miR-124-3p,hsa,HNRNPA2B1,3181,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22895557
MIRT054396,hsa-miR-340-5p,hsa,HNRNPA2B1,3181,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22895557
MIRT054397,hsa-miR-340-5p,hsa,PTBP1,5725,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22895557
MIRT054398,hsa-miR-21-5p,hsa,VHL,7428,hsa,Immunofluorescence//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24012640
MIRT054402,hsa-miR-135a-5p,hsa,ROCK1,6093,hsa,Immunohistochemistry//Luciferase reporter assay//Western blot,Functional MTI,24465504
MIRT054403,hsa-miR-17-5p,hsa,TIMP3,7078,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23990326
MIRT054404,hsa-miR-17-3p,hsa,TIMP3,7078,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23990326
MIRT054405,hsa-miR-106b-5p,hsa,TWIST1,7291,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24002805
MIRT054406,hsa-miR-218-5p,hsa,OTUD7B,56957,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24501422
MIRT054410,hsa-miR-139-5p,hsa,NR5A2,2494,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24204738
MIRT054414,hsa-miR-27a-3p,hsa,SLC7A11,23657,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,24516043
MIRT054415,hsa-miR-26a-5p,hsa,AMACR,23600,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24517338
MIRT054416,hsa-miR-198,hsa,NNAT,4826,hsa,Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24519663
MIRT054417,hsa-miR-195-5p,hsa,BIRC5,332,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,24520312
MIRT054418,hsa-miR-195-5p,hsa,WNT7A,7476,hsa,Luciferase reporter assay//Western blot,Functional MTI,24520312
MIRT054419,hsa-miR-497-5p,hsa,BIRC5,332,hsa,Luciferase reporter assay//Western blot,Functional MTI,24520312
MIRT054420,hsa-miR-497-5p,hsa,WNT7A,7476,hsa,Luciferase reporter assay//Western blot,Functional MTI,24520312
MIRT054421,hsa-miR-663a,hsa,PIK3CD,5293,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24523440
MIRT054422,hsa-miR-181a-5p,hsa,E2F5,1875,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24529171
MIRT054423,hsa-miR-95-3p,hsa,CELF2,10659,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24530415
MIRT054424,hsa-miR-15a-5p,hsa,CARM1,10498,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24530761
MIRT054425,hsa-miR-126-3p,hsa,CXCR4,7852,hsa,qRT-PCR//Western blot,Functional MTI,24532280
MIRT054426,hsa-miR-493-3p,hsa,MAP2K7,5609,hsa,Immunohistochemistry//Luciferase reporter assay//Western blot,Functional MTI,24533778
MIRT054427,hsa-miR-503-5p,hsa,PIK3R1,5295,hsa,Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24550137
MIRT054428,hsa-miR-503-5p,hsa,IKBKB,3551,hsa,Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24550137
MIRT054429,hsa-miR-141-3p,hsa,TIAM1,7074,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24551096
MIRT054430,hsa-miR-372-3p,hsa,ATAD2,29028,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24552534
MIRT054431,hsa-miR-1258,hsa,MRGPRF,116535,hsa,Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24554664
MIRT054440,hsa-miR-378a-3p,hsa,VIM,7431,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24555885
MIRT054442,hsa-miR-27a-3p,hsa,MAP2K4,6416,hsa,Luciferase reporter assay//Western blot,Functional MTI,24556602
MIRT054443,hsa-miR-4782-3p,hsa,USP14,9097,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24556800
MIRT054444,hsa-miR-4782-3p,hsa,ZEB2,9839,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24556800
MIRT054445,hsa-miR-211-5p,hsa,AP1S2,8905,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054446,hsa-miR-211-5p,hsa,SERINC3,10955,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054447,hsa-miR-4782-3p,hsa,XIAP,331,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24556800
MIRT054448,hsa-miR-211-5p,hsa,M6PR,4074,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054449,hsa-miR-211-5p,hsa,IGFBP5,3488,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054450,hsa-miR-211-5p,hsa,PDE3A,5139,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054451,hsa-miR-211-5p,hsa,SSRP1,6749,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054452,hsa-miR-211-5p,hsa,TGFBR2,7048,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054453,hsa-miR-211-5p,hsa,NFAT5,10725,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054454,hsa-miR-211-5p,hsa,IGF2R,3482,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054455,hsa-miR-211-5p,hsa,DDIT3,1649,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24039954
MIRT054457,hsa-miR-224-5p,hsa,HOXD10,3236,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24219032
MIRT054458,hsa-miR-17-5p,hsa,ZBTB4,57659,hsa,Luciferase reporter assay,Functional MTI,24220575
MIRT005629,hsa-miR-17-5p,hsa,SMAD4,4089,hsa,Luciferase reporter assay,Functional MTI,24220575
MIRT054459,hsa-miR-19a-3p,hsa,ZBTB4,57659,hsa,Luciferase reporter assay,Functional MTI,24220575
MIRT005630,hsa-miR-19a-3p,hsa,SMAD4,4089,hsa,Luciferase reporter assay,Functional MTI,24220575
MIRT020226,hsa-miR-130b-3p,hsa,ZBTB4,57659,hsa,Luciferase reporter assay,Functional MTI,24220575
MIRT054460,hsa-miR-130b-3p,hsa,PTEN,5728,hsa,Luciferase reporter assay,Functional MTI,24220575
MIRT020189,hsa-miR-130b-3p,hsa,SMAD4,4089,hsa,Luciferase reporter assay,Functional MTI,24220575
MIRT054461,hsa-miR-135b-5p,hsa,SMAD5,4090,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24223191
MIRT054468,hsa-miR-34a-5p,hsa,INHBB,3625,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24446339
MIRT026884,hsa-miR-192-5p,hsa,DICER1,23405,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24223844
MIRT030483,hsa-miR-24-3p,hsa,EIF2S3,1968,hsa,Luciferase reporter assay//Microarray,Functional MTI,24234653
MIRT054474,hsa-miR-24-3p,hsa,MAP3K9,4293,hsa,Luciferase reporter assay//Microarray,Functional MTI,24234653
MIRT054476,hsa-miR-320a,hsa,ITGB3,3690,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24443232
MIRT054477,hsa-miR-199a-3p,hsa,HGF,3082,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23657814
MIRT054478,hsa-miR-155-5p,hsa,SEL1L,6400,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23661430
MIRT054479,hsa-miR-218-5p,hsa,RUNX2,860,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23662917
MIRT053232,hsa-miR-630,hsa,IGF1R,3480,hsa,Chip//Luciferase assay//Microarray//QRTPCR//Western blot,Functional MTI,23675407
MIRT054481,hsa-miR-150-3p,hsa,IGF1R,3480,hsa,Chip//Luciferase assay//Microarray//QRTPCR//Western blot,Functional MTI,23675407
MIRT041360,hsa-miR-193b-3p,hsa,SMAD3,4088,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24496888
MIRT054483,hsa-miR-488-3p,hsa,SLC39A8,64116,hsa,Luciferase reporter assay//Immunoblotting//qRT-PCR,Functional MTI,23688035
MIRT054484,hsa-miR-26a-5p,hsa,RCBTB1,55213,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,23689287
MIRT054485,hsa-miR-655-3p,hsa,ZEB1,6935,hsa,Luciferase reporter assay/Western blot//qRT-PCR,Functional MTI,23690952
MIRT054486,hsa-miR-655-3p,hsa,TGFBR2,7048,hsa,Luciferase reporter assay/Western blot//qRT-PCR,Functional MTI,23690952
MIRT054487,hsa-miR-219a-5p,hsa,EGFR,1956,hsa,Luciferase reporter assay//Microarray//Western blot//qRT-PCR,Functional MTI,23690991
MIRT054488,hsa-miR-320a,hsa,GNAI1,2770,hsa,Luciferase reporter assay//Western blot//Immunohistochemical (IHC) staining,Functional MTI,23691483
MIRT054489,hsa-miR-320c,hsa,GNAI1,2770,hsa,Luciferase reporter assay//Western blot//Immunohistochemical (IHC) staining,Functional MTI,23691483
MIRT054490,hsa-miR-320d,hsa,GNAI1,2770,hsa,Luciferase reporter assay//Western blot//Immunohistochemical (IHC) staining,Functional MTI,23691483
MIRT054491,hsa-miR-9-3p,hsa,GNAI1,2770,hsa,Luciferase reporter assay//Western blot//Immunohistochemical (IHC) staining,Functional MTI,23691483
MIRT004042,hsa-miR-124-3p,hsa,PPP1R13L,10848,hsa,Luciferase reporter assay//Western Blotting//qRT-PCR,Functional MTI,23691514
MIRT054492,hsa-miR-663a,hsa,EEF1A2,1917,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,23695020
MIRT054493,hsa-miR-744-5p,hsa,EEF1A2,1917,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,23695020
MIRT054500,hsa-miR-100-5p,hsa,NCOR2,9612,hsa,Immunoblot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,24244722
MIRT054501,hsa-miR-182-5p,hsa,BDNF,627,hsa,qRT-PCR//Western blotting,Functional MTI,23704927
MIRT054502,hsa-miR-132-3p,hsa,BDNF,627,hsa,qRT-PCR//Western blotting,Functional MTI,23704927
MIRT054508,hsa-miR-30a-5p,hsa,ESR2,2100,hsa,Luciferase reporter assay//Microarray//Next Generation Sequencing (NGS)//Western blot,Functional MTI,24525454
MIRT054515,hsa-miR-513a-5p,hsa,GNG13,51764,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054516,hsa-miR-513b-5p,hsa,GNG13,51764,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054517,hsa-miR-513c-5p,hsa,GNG13,51764,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054518,hsa-miR-513a-5p,hsa,DR1,1810,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054519,hsa-miR-513b-5p,hsa,DR1,1810,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054520,hsa-miR-513c-5p,hsa,DR1,1810,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054521,hsa-miR-513a-5p,hsa,BTG3,10950,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054522,hsa-miR-513b-5p,hsa,BTG3,10950,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT054523,hsa-miR-513c-5p,hsa,BTG3,10950,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24252134
MIRT004588,hsa-miR-17-5p,hsa,HIF1A,3091,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24252850
MIRT054539,hsa-miR-184,hsa,SOX7,83595,hsa,Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24558429
MIRT054540,hsa-miR-518a-3p,hsa,CCR6,1235,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,24559209
MIRT054541,hsa-miR-200b-3p,hsa,HFE,3077,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054542,hsa-miR-200a-3p,hsa,HFE,3077,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054543,hsa-miR-200c-3p,hsa,HFE,3077,hsa,Western blot//qRT-PCR,Functional MTI,23708087
